Santhali_word,English_words,Grammer,Audio_links
ʧuput,Fist,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Fist.mp3
ʧuʧu,Vagina,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Vagina.mp3
ʈɑmɑkʰ,drum,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult12_M_drum.mp3
ʈeʈɑ,spear,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult33_F_spear.mp3
ʈoŋgɑ,pipe,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult29_F_pipe_2.mp3
ʈoroɖɑn,bamboofishnet,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Cult16a_M_bamboofishnet.mp3
ʈuwər,orphaned,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj47_M_orphaned_2.mp3
ubʔ,Hair,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Hair.mp3
udgər,sweat,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP60_G_sweat.mp3
ukuk’,hidden,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj34_F_hidden_2.mp3
ula,Vomit,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_GRM_Vomit.mp3
ulə,vomit,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP62_G_vomit.mp3
ulə,vomit,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP62_G_vomit.mp3
ulida,Saliva,Noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_09_29_2011_R_JNH_Saliva.mp3
ulidɑʔ,saliva,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP59_G_saliva_2.mp3
uni,he(orshe),pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro1_F_he.mp3
uniɑʔ,his(orher),pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro2_F_his.mp3
uniɑʔ mɑɽɑŋ,beforethat,adposition,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_AdP8_M_beforethat.mp3
unkin bɑnɑ hɔɽ,their-2,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro8_M_theirtwo.mp3
unkin bɑr hɔɽ,they-2,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro7_M_theytwo_2.mp3
unku,they,pronoun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Pro5_M_they_2.mp3
usut’,weak,adjective,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_Adj71_M_weak.mp3
uʔ,hair,noun,http://talkingdictionary.swarthmore.edu/media/santali/aud/Santali_BP2_G_hair.mp3
